ACTUAL,PRED
55,59.574499249089754
79,75.26060163212343
86,90.41150343775897
52,47.276346362917586
79,77.56018384264506
71,69.33112774486875
59,56.332075316663946
64,62.521580506768046
67,67.31647353790493
71,65.42468040485726
48,47.07561904330406
69,75.8609428391257
89,85.73479168522326
56,58.64800505231814
62,72.34943804753007
38,42.24037277800874
84,87.58841802455144
68,78.0461911074244
78,78.91770130313357
85,77.95811293603857
61,57.54324878499481
69,71.30732078781702
41,34.6858753966451
52,51.37754899672879
55,52.73887401662509
97,88.19595450222741
78,80.59997382644681
44,60.53077357057906
63,68.29402145674857
63,57.39715837793638
81,79.74878042451257
58,56.785365188325194
61,63.77333970421943
87,86.24858065571424
77,79.13513801485594
57,61.74567352595845
67,76.78743703589731
43,49.83023699555924
53,60.39016454157407
61,60.49534493900007
58,52.91792728224252
37,41.76656660858144
40,50.5020213012493
73,73.32504982822164
54,52.83484144740419
44,43.282407152192505
68,66.0854698503845
69,63.95663619364123
48,51.03525555800546
58,50.2937194864684
63,68.69227024982737
60,63.155237719109
78,69.94259883678576
61,62.217454078690686
62,56.387188247736574
62,65.79106874462404
71,58.83393207575395
72,75.34134825813325
75,70.88535173458473
59,54.76869387022703
77,65.18505757271095
52,55.72749475524385
71,69.27168489870316
52,53.92555820361381
73,77.71927758597045
88,82.35565473939307
55,51.889836973878886
87,87.58702711442884
61,58.596317719711784
77,75.32674765408694
58,54.22256655935863
92,89.4790594596414
99,88.65698836070752
73,69.39586809787292
50,56.94386850627513
74,71.1623263337931
61,57.079419453794266
66,68.35433467052161
100,96.70819504630143
83,85.69638567933887
72,72.84115106566662
53,61.78952764210616
46,50.16663188115375
65,57.31215503999134
42,46.898657139320036
83,77.85624658421827
60,61.56779451807819
100,100.6519544530046
67,70.02568467162409
54,50.72367153974799
59,58.00192629405547
48,55.270620597748646
90,76.31008628100643
82,70.35214241936222
51,55.84118168003322
35,45.204892933027494
75,72.39367686160492
81,73.391237919091
85,77.04749328028038
69,66.75868476656755
77,75.66672334203128
58,56.566497866109835
52,51.508363089091965
62,68.26171476850335
67,76.19244218219656
76,78.89728503148773
68,68.69227024982737
59,60.64330879741071
18,21.285571194410892
65,76.74509641577188
71,73.13912280478581
62,69.33454181659464
69,68.26171476850335
72,65.3121451780256
66,67.40008596572736
84,81.09145788845298
37,36.77547733469773
85,74.07348991838647
62,72.14090933213261
56,56.387188247736574
69,80.95590694093384
98,91.02637146081095
50,50.4906796007951
94,91.58096632515392
91,85.54878177625818
66,68.33592687497989
74,75.13241807377426
65,64.71967688785237
70,77.00183861454927
60,65.29862375433527
61,57.88869084515553
94,90.55850391279525
88,92.56674974632469
64,52.14001182532879
57,60.91838500373321
78,72.32643488660689
72,69.27208636766468
76,74.13380313215951
74,68.05977945822008
73,72.54639816185677
70,63.809115176089804
76,67.59843699017667
57,61.84975797034993
45,48.19172781536538
69,63.78530977425172
62,62.62010526840342
75,75.41002084362428
75,71.85854441089934
59,65.59410863029734
88,82.65952539955347
50,49.58808759988542
62,65.20696478059962
59,64.2049529078499
91,82.8070464171049
63,67.50665727327596
71,71.6262102936638
59,51.84400886194334
64,58.980935005882
69,71.47868927611238
62,62.80603229183923
97,96.17297971006656
95,85.52695745389879
75,72.2408607189691
61,48.68602717452999
53,58.80750026460506
68,65.48753732274874
49,55.07406195238348
67,60.262584411269344
59,55.96568697689716
76,76.15153217256412
62,61.89316960197622
84,89.39439535998146
62,57.18459985122026
72,64.53265391138204
53,49.94444200777198
60,52.464637410581275
57,53.88629241692917
57,60.58863815192304
71,71.08819711284585
55,67.45143406004863
46,46.616610801519016
69,69.31402551882859
55,58.79500798244619
88,81.76576875767056
77,74.00783704231267
88,88.31216799054428
54,51.12290620264306
81,84.89473085205083
43,47.57288512300833
74,76.73157499208155
78,88.3011348996534
64,66.98007865231043
41,37.57521465887908
74,74.74780078760404
65,63.155237719109
68,66.45281911843388
80,76.12561844883861
80,71.41359713827754
69,77.94067147171332
91,96.95842075805609
100,89.31162311727658
87,82.65952539955347
85,82.7004751095563
44,42.2198564802427
69,62.95802125202649
71,76.0693946364317
51,63.08906675561183
62,73.13570627796815
68,64.21669243802431
41,58.815185041927144
44,52.67830445009622
79,69.10071787936933
93,88.39578041836673
64,61.911167137157484
73,68.99806404547085
88,82.99154283004772
62,60.30832196252974
62,65.86918483661985
61,59.65418815279312
90,90.15337032885898
75,69.89124223690378
77,80.39008271380523
82,86.52696330563614
80,78.2431512217511
63,60.32849902201069
82,74.30184044747699
61,61.68434724468017
57,56.081322599602906
45,52.97235871556529
55,61.58725309353779
58,58.87685056149052
73,60.47151459562833
65,72.15762722980216
59,56.920865345351956
88,81.70325107806417
65,62.31623460824302
69,75.13494463730177
70,59.09714849419888
89,85.67447847145021
84,82.06824850770835
61,71.54258293754161
74,66.74591245562036
57,60.15717260262119
60,63.730999084093995
54,63.47928543875035
51,44.25815267871812
80,76.7206626443557
49,46.77347853155137
91,79.85014528125114
52,58.24462395964257
67,63.976015721749334
47,50.65750057625082
61,60.95489281566818
74,74.30622550458354
68,65.5094445306374
79,72.14090933213261
64,64.80773011770455
91,94.34374744178417
61,56.458003423078154
43,49.743566874886945
53,54.767636147920584
64,67.37625562235561
53,47.88437234724194
86,77.87475686097197
69,70.18529650237285
77,80.87006400271011
78,73.05411946684077
54,46.36344180308517
54,54.906180955898236
73,72.73849723176815
67,75.10968368343704
49,54.65394922313122
40,42.433565588663484
52,53.41571144937017
82,84.29011059026035
81,84.51837823382161
23,25.18454134855957
92,90.55850391279525
32,35.98658005952015
73,71.20474983944783
83,83.74141353070554
50,50.4892489903021
70,60.677708287458245
67,65.24789735001151
42,43.705447216925656
59,64.91291051513053
70,72.2865982702295
55,52.867057574974254
61,52.85867179077592
66,69.32969713437575
73,71.45591281686931
80,74.85045462150252
38,35.37893329968948
52,62.659607227322326
58,58.098533552584136
72,76.20490588358044
68,72.11860065528242
77,81.65751352680377
82,74.27989353921794
76,65.18505757271095
81,84.77851736373395
46,49.85075329332528
88,83.48135728632248
65,67.0431747823668
97,87.54124986279805
82,80.89306716363329
65,69.32969713437575
91,84.97171017438869
55,67.33722904783588
92,89.40827855226294
81,83.0025759209386
57,64.08968771823893
73,75.05167144776443
56,49.14726142960806
57,67.05526559556414
66,66.8035519502205
53,53.31716194513759
81,86.58841217281409
75,71.48637405343446
72,78.03329137373157
73,73.32361921772863
86,85.54886466178745
65,72.13711093203611
64,57.858910720437834
58,56.22689491923796
55,52.0050513031851
78,80.43101528321712
63,65.72166381906843
73,66.02380433082111
81,75.24863156209113
74,70.48777625241064
49,46.34153459519651
53,57.4989418442274
77,67.78173347959847
69,63.85145579621524
82,73.21908194871747
76,79.95873975040303
42,46.664151704344874
85,86.50505609774748
58,66.59982204856192
59,61.86079106124081
34,30.86077811068786
76,81.8507720956156
68,68.15653437107736
72,70.05556159036564
48,42.2198564802427
94,91.32543713912284
81,78.67807847098727
92,86.41836638139249
81,79.9163991302776
29,31.658498323734854
58,52.37616393834353
73,71.2265741618072
68,66.60930525543708
50,50.90019824183791
65,66.58988491070555
63,58.500953716977115
66,69.51098563315529
56,58.71074535174778
94,89.45723513728203
66,65.46702102498269
67,74.03114929826104
74,72.47502691565919
67,66.39946500310026
63,67.41857910189013
76,72.96233974994007
79,81.24028667457839
52,59.49420343385781
71,71.16031785768898
88,78.6407267039252
68,69.13724246398284
69,67.2741329177795
77,69.98833638804615
68,75.13163059169608
66,62.80460168134624
59,59.72937509604684
62,59.28831790044971
63,67.59843699017667
64,64.35089566057972
82,78.03816709181723
60,61.4311858482526
71,59.574499249089754
58,53.75908406844947
100,97.04458993189593
59,52.85614522724842
54,54.26575148930482
50,50.33599189334497
66,70.04620096939014
55,57.522772187599145
83,82.7018660196789
66,68.27019111337682
62,71.08819711284585
62,58.13944356221657
83,78.43380254057857
60,60.026358510258
53,50.2937194864684
59,72.9379059785239
49,50.27181227857974
50,47.831018231908324
91,84.2766288669404
47,50.39746927340139
67,64.3204422249573
57,66.62969896730347
71,72.45792468961902
65,71.18284263155915
54,50.95450893199564
37,49.848747272312934
62,59.65418815279312
94,90.59939678183676
39,37.09287702055475
71,66.06648418923164
65,66.72027876068316
75,76.54316110548861
32,24.926172067425313
53,45.51234787902186
53,52.05926519931897
87,88.30961124452688
76,73.17674132859203
78,80.06238171027309
75,78.65424812761553
58,65.48892823287134
48,53.24438502998066
73,78.99444141330653
69,76.92187947061763
57,53.831878124197324
79,89.64312246034744
63,67.40147687584997
47,44.532735739150894
74,80.65094032773894
97,94.30285457274266
49,47.10497787462223
79,81.18895350855689
69,69.10071787936933
53,51.6799458612373
69,57.142259231094826
27,41.48497604449625
35,46.67692401529206
63,66.18812368428297
48,49.95249705924593
72,68.55471131166597
66,64.83336381264174
80,79.80782180171664
78,74.01123397344764
71,72.4849889950492
54,54.026128657158516
57,56.461317468683845
65,64.2506904591103
53,51.96165296075322
39,37.27273490884129
55,64.78582290981589
59,57.534863000796484
60,59.65275754230012
49,48.35783302510813
8,16.62041307528122
40,42.151602136391745
74,72.65180997050493
59,57.00815603465961
92,88.92898973358922
80,69.97624557484882
96,92.28171146061216
85,77.04757616580967
77,77.87475686097197
76,69.17316013706778
66,63.47928543875035
71,69.90025821666032
60,68.76364149602496
76,79.65626000036524
58,61.44470727194294
90,79.87254501412988
74,68.0334471249421
75,70.07999536178181
69,75.15685184519043
60,60.849712418242184
65,57.50090816486937
68,54.506428205579795
72,72.54639816185677
82,73.84084481972496
85,81.78399770407398
72,74.19918661357852
76,81.52646802321843
67,74.11591342404118
75,78.43571153812455
63,71.47391035205058
64,62.59819806051476
67,69.07299463596874
58,62.1790480728063
53,57.52134157710615
73,70.4562268637537
89,85.6883616637317
65,60.9045167397515
70,65.44658761274592
65,53.68593537146751
74,78.78073230488575
71,66.14133189420026
100,96.06448526703488
71,68.65989170909197
87,89.67610245949737
26,28.447398693222148
91,94.32184023389551
82,85.40177884613013
66,70.29047689979885
79,74.98410957414465
63,66.22607887938948
87,89.40827855226294
69,66.50464540052626
53,46.34153459519651
50,53.677241489405134
85,80.4854467165399
